Date,Actual,Predicted,Best Alpha,Dual gap,Iterations
2022-12-06,248.825,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,247.715,288.7096414115059,0.015,5.657141836122394e-06,1268
2022-12-06,250.0,289.6282128400775,0.015,5.657141836122394e-06,1268
2022-12-06,258.9,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,292.11,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,326.435,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,356.93000000000006,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,382.12,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,373.57,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,353.86,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,346.505,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,349.72,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,349.18499999999995,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,354.38,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,379.36,294.70124796217476,0.015,5.657141836122394e-06,1268
2022-12-06,386.985,329.0294622478891,0.015,5.657141836122394e-06,1268
2022-12-06,370.9649999999999,323.51615867646046,0.015,5.657141836122394e-06,1268
2022-12-06,344.78499999999997,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,309.88,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,281.045,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,256.735,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,248.1,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,249.945,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-06,245.78,292.352192822725,0.015,5.657141836122394e-06,1268
2022-12-07,235.385,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,226.685,293.1089295245486,0.015,1.7370925132606122e-06,564
2022-12-07,226.75,293.8771438102629,0.015,1.7370925132606122e-06,564
2022-12-07,239.065,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,255.78499999999997,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,269.145,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,307.445,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,349.5,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,355.11,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,346.99,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,345.735,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,348.245,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,348.9,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,351.595,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,388.695,299.73125036093177,0.015,1.7370925132606122e-06,564
2022-12-07,426.0,333.51035750378884,0.015,1.7370925132606122e-06,564
2022-12-07,412.165,327.5666075037889,0.015,1.7370925132606122e-06,564
2022-12-07,373.95000000000005,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,328.31,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,286.61,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,258.86,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,252.55,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,254.72,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-07,249.695,297.1567816876474,0.015,1.7370925132606122e-06,564
2022-12-08,243.78,336.2531435667855,0.015,1.7704776095311693e-05,655
2022-12-08,242.115,331.81921499535696,0.015,1.7704776095311693e-05,655
2022-12-08,246.935,332.56733999535703,0.015,1.7704776095311693e-05,655
2022-12-08,257.235,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,300.32,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,361.05,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,400.38,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,415.11,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,409.56500000000005,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,394.59,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,386.92999999999995,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,393.43,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,404.325,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,421.96000000000004,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,486.30000000000007,340.08466083174017,0.015,1.7704776095311693e-05,655
2022-12-08,531.645,373.80850011745446,0.015,1.7704776095311693e-05,655
2022-12-08,510.97,367.3435001174544,0.015,1.7704776095311693e-05,655
2022-12-08,459.69000000000005,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,390.05500000000006,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,340.415,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,302.97,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,287.555,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,285.025,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-08,278.26,336.69780596910414,0.015,1.7704776095311693e-05,655
2022-12-09,275.035,371.0463777021365,0.015,2.0219658679228775e-05,534
2022-12-09,270.84,366.5496812735651,0.015,2.0219658679228775e-05,534
2022-12-09,273.27,367.3596812735651,0.015,2.0219658679228775e-05,534
2022-12-09,280.94999999999993,372.6883813742963,0.015,2.0219658679228775e-05,534
2022-12-09,323.9,372.6883813742963,0.015,2.0219658679228775e-05,534
2022-12-09,399.56,372.6883813742963,0.015,2.0219658679228775e-05,534
2022-12-09,456.4,372.6883813742963,0.015,2.0219658679228775e-05,534
2022-12-09,474.39,372.6883813742963,0.015,2.0219658679228775e-05,534
2022-12-09,447.53,372.6883813742963,0.015,2.0219658679228775e-05,534
