Date,Actual,Predicted,Best Alpha,Dual gap,Iterations
2022-12-06,248.825,309.4594015178543,0.015,4.033852592122777e-05,648
2022-12-06,247.715,307.5741267925797,0.015,4.033852592122777e-05,648
2022-12-06,250.0,311.64852239697524,0.015,4.033852592122777e-05,648
2022-12-06,258.9,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,292.11,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,326.435,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,356.93000000000006,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,382.12,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,373.57,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,353.86,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,346.505,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,349.72,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,349.18499999999995,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,354.38,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,379.36,324.8825808707211,0.015,4.033852592122777e-05,648
2022-12-06,386.985,361.1417292223694,0.015,4.033852592122777e-05,648
2022-12-06,370.9649999999999,370.77683911247937,0.015,4.033852592122777e-05,648
2022-12-06,344.78499999999997,350.69296548610566,0.015,4.033852592122777e-05,648
2022-12-06,309.88,325.5812896619299,0.015,4.033852592122777e-05,648
2022-12-06,281.045,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,256.735,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,248.1,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,249.945,319.8826416261153,0.015,4.033852592122777e-05,648
2022-12-06,245.78,316.9595938255468,0.015,4.033852592122777e-05,648
2022-12-07,235.385,314.0060705400193,0.015,4.074316840933367e-05,627
2022-12-07,226.685,312.0819221883709,0.015,4.074316840933367e-05,627
2022-12-07,226.75,316.1102738367226,0.015,4.074316840933367e-05,627
2022-12-07,239.065,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,255.78499999999997,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,269.145,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,307.445,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,349.5,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,355.11,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,346.99,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,345.735,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,348.245,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,348.9,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,351.595,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,388.695,329.904249892886,0.015,4.074316840933367e-05,627
2022-12-07,426.0,366.1162553873914,0.015,4.074316840933367e-05,627
2022-12-07,412.165,375.6159257170617,0.015,4.074316840933367e-05,627
2022-12-07,373.95000000000005,355.3952389038749,0.015,4.074316840933367e-05,627
2022-12-07,328.31,330.11699714563326,0.015,4.074316840933367e-05,627
2022-12-07,286.61,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,258.86,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,252.55,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,254.72,324.6500743845439,0.015,4.074316840933367e-05,627
2022-12-07,249.695,321.5418397707885,0.015,4.074316840933367e-05,627
2022-12-08,243.78,344.37359831892707,0.015,4.0086168718039765e-05,628
2022-12-08,242.115,342.4247521650809,0.015,4.0086168718039765e-05,628
2022-12-08,246.935,346.4744499672788,0.015,4.0086168718039765e-05,628
2022-12-08,257.235,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,300.32,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,361.05,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,400.38,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,415.11,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,409.56500000000005,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,394.59,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,386.92999999999995,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,393.43,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,404.325,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,421.96000000000004,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,486.30000000000007,361.0098545948706,0.015,4.0086168718039765e-05,628
2022-12-08,531.645,397.3018600893761,0.015,4.0086168718039765e-05,628
2022-12-08,510.97,406.65804140805733,0.015,4.0086168718039765e-05,628
2022-12-08,459.69000000000005,386.2368875619036,0.015,4.0086168718039765e-05,628
2022-12-08,390.05500000000006,360.7667501992663,0.015,4.0086168718039765e-05,628
2022-12-08,340.415,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,302.97,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,287.555,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,285.025,355.2880545444041,0.015,4.0086168718039765e-05,628
2022-12-08,278.26,352.03744447277325,0.015,4.0086168718039765e-05,628
2022-12-09,275.035,374.6103101419211,0.015,4.022186824019691e-05,627
2022-12-09,270.84,372.6541288232397,0.015,4.022186824019691e-05,627
2022-12-09,273.27,376.71357937269033,0.015,4.022186824019691e-05,627
2022-12-09,280.94999999999993,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,323.9,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,399.56,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,456.4,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,474.39,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,447.53,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,418.53,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,413.6600000000001,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,414.6650000000001,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,423.07000000000005,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,430.89,386.0239476860794,0.015,4.022186824019691e-05,627
2022-12-09,460.91499999999996,392.3675829013812,0.015,4.022186824019691e-05,627
2022-12-09,504.87,428.82659389039213,0.015,4.022186824019691e-05,627
